job_id,title,company,company_type,location,work_mode,date_posted,salary_listed,salary_k,description,skills_raw,skill_count
JOB01269,Data Engineer,Workday,tech,"San Francisco, CA",On-site,2025-09-21,$130K,130,"As a Data Engineer at Workday, you will analyze large datasets using SQL and AWS. You'll build dashboards in Azure and work closely with cross-functional teams. Must be comfortable with Google Cloud, Snowflake, and have experience in dbt. A background in Azure or similar analytical tools is beneficial.",SQL|AWS|Azure|Google Cloud|Snowflake|R|Agile / Scrum|Data Visualization|Communication,9
JOB02746,IT Consultant,Salesforce,tech,"Sunnyvale, CA",Remote,2025-09-21,$105K,105,"Join Salesforce's data team as a IT Consultant. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Power BI skills and familiarity with Excel. Bonus: experience with LLM / GenAI and Communication.",Python|SQL|Tableau|Power BI|Excel|Azure|Google Cloud|ETL / Data Pipeline|Statistics|Communication,10
JOB02071,Business Analyst,Google,tech,"Sunnyvale, CA",On-site,2025-09-21,$78K,78,"As a Business Analyst at Google, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Snowflake, Agile / Scrum, and have experience in SQL. A background in dbt or similar analytical tools is beneficial.",Python|SQL|Excel|Snowflake|Agile / Scrum|Salesforce CRM|Communication,7
JOB00976,Data Analyst,Accenture,consulting,"San Jose, CA",On-site,2025-09-21,$68K,68,"As a Data Analyst at Accenture, you will analyze large datasets using SQL and Tableau. You'll build dashboards in Azure and work closely with cross-functional teams. Must be comfortable with Snowflake, Business Analysis, and have experience in SQL. A background in Statistics or similar analytical tools is beneficial.",SQL|Tableau|Azure|Snowflake|Business Analysis|Data Visualization|Statistics|Communication,8
JOB03518,AI/ML Analyst,Oracle,tech,"Palo Alto, CA",Hybrid,2025-09-21,,93,"Join Oracle's data team as a AI/ML Analyst. You will use Python, Power BI, and Machine Learning to extract insights from complex datasets. This role requires strong Azure skills and familiarity with Spark / PySpark. Bonus: experience with SQL and Tableau.",Python|Power BI|Machine Learning|Azure|Spark / PySpark|Business Analysis|Data Visualization|Statistics|Communication,9
JOB00812,Business Analyst,Cisco,tech,"Mountain View, CA",Hybrid,2025-09-21,,84,"Join Cisco's data team as a Business Analyst. You will use Python, Tableau, and Excel to extract insights from complex datasets. This role requires strong LLM / GenAI skills and familiarity with Spark / PySpark. Bonus: experience with AI Governance and Prompt Engineering.",Python|Tableau|Excel|LLM / GenAI|Spark / PySpark|Agile / Scrum|Salesforce CRM|ETL / Data Pipeline|Statistics,9
JOB03298,IT Consultant,Apple,tech,"San Jose, CA",Hybrid,2025-09-21,$114K,114,"As a IT Consultant at Apple, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Power BI, Excel, and have experience in Snowflake. A background in Machine Learning or similar analytical tools is beneficial.",Python|SQL|Tableau|Power BI|Excel|AWS|R|Agile / Scrum|Communication,9
JOB03802,Business Analyst,Deloitte,consulting,"San Jose, CA",On-site,2025-09-21,$73K,73,"As a Business Analyst at Deloitte, you will analyze large datasets using SQL and Power BI. You'll build dashboards in Snowflake and work closely with cross-functional teams. Must be comfortable with Agile / Scrum, ETL / Data Pipeline, and have experience in dbt. A background in SQL or similar analytical tools is beneficial.",SQL|Power BI|Snowflake|Agile / Scrum,4
JOB01195,Business Analyst,Google,tech,"Sunnyvale, CA",Hybrid,2025-09-21,,93,"Join Google's data team as a Business Analyst. You will use Python, SQL, and Machine Learning to extract insights from complex datasets. This role requires strong AWS skills and familiarity with R. Bonus: experience with Communication and Spark / PySpark.",Python|SQL|Machine Learning|AWS|R|Agile / Scrum|Data Visualization|Statistics|Communication,9
JOB01323,Business Intelligence Analyst,Meta,tech,"Fremont, CA",Hybrid,2025-09-21,$97K,97,"We are seeking a Business Intelligence Analyst to join our Digital Transformation team in Fremont, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Spark / PySpark is a strong plus. Knowledge of R and modern Excel tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Python|SQL|Excel|Spark / PySpark|R|Business Analysis|Communication,7
JOB03574,Data Analyst,Salesforce,tech,"Mountain View, CA",On-site,2025-09-21,$94K,94,"Join Salesforce's data team as a Data Analyst. You will use SQL, Tableau, and Agile / Scrum to extract insights from complex datasets. This role requires strong Business Analysis skills and familiarity with Data Visualization. Bonus: experience with ETL / Data Pipeline and Excel.",SQL|Tableau|Agile / Scrum|Business Analysis|Data Visualization|Communication,6
JOB02813,Business Intelligence Analyst,Kaiser Permanente,healthcare,Remote (Bay Area),Hybrid,2025-09-21,$95K,95,"Join Kaiser Permanente's data team as a Business Intelligence Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with Azure. Bonus: experience with R and Salesforce CRM.",Python|SQL|Tableau|Machine Learning|Azure|Google Cloud|Snowflake|Agile / Scrum|Data Visualization|Communication,10
JOB02290,Data Scientist,Apple,tech,"Palo Alto, CA",Hybrid,2025-09-22,$124K,124,"We are seeking a Data Scientist to join our Strategy team in Palo Alto, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Google Cloud is a strong plus. Knowledge of Agile / Scrum and modern Azure tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Google Cloud|Agile / Scrum|Data Visualization|Communication,7
JOB00964,Machine Learning Engineer,Accenture,consulting,"Oakland, CA",Remote,2025-09-22,,139,"We are seeking a Machine Learning Engineer to join our Technology team in Oakland, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Agile / Scrum is a strong plus. Knowledge of Business Analysis and modern Statistics tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Agile / Scrum|Business Analysis|Data Visualization,6
JOB02908,IT Consultant,Google,tech,"San Francisco, CA",On-site,2025-09-22,$121K,121,"As a IT Consultant at Google, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Machine Learning, Azure, and have experience in Agile / Scrum. A background in Tableau or similar analytical tools is beneficial.",Python|SQL|Excel|Machine Learning|Azure|Spark / PySpark|Salesforce CRM|Statistics|Communication,9
JOB00343,Business Intelligence Analyst,Apple,tech,"Sunnyvale, CA",Remote,2025-09-22,,90,"As a Business Intelligence Analyst at Apple, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Power BI, Machine Learning, and have experience in Salesforce CRM. A background in R or similar analytical tools is beneficial.",Python|SQL|Tableau|Power BI|Machine Learning|Google Cloud|R|Agile / Scrum|Data Visualization,9
JOB03143,Data Scientist,Salesforce,tech,"Sunnyvale, CA",Hybrid,2025-09-22,,117,"Join Salesforce's data team as a Data Scientist. You will use Python, SQL, and Excel to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Snowflake. Bonus: experience with R and AWS.",Python|SQL|Excel|AWS|Snowflake|Agile / Scrum|Statistics,7
JOB03130,AI/ML Analyst,Meta,tech,"Palo Alto, CA",Remote,2025-09-22,$124K,124,"We are seeking a AI/ML Analyst to join our Digital Transformation team in Palo Alto, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Excel and modern Statistics tools preferred. Familiarity with Tableau and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|R|Agile / Scrum|Salesforce CRM|Communication,10
JOB02203,Data Analyst,Google,tech,"Mountain View, CA",Hybrid,2025-09-22,,106,"As a Data Analyst at Google, you will analyze large datasets using Python and Tableau. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Machine Learning, dbt, and have experience in Power BI. A background in Python or similar analytical tools is beneficial.",Python|Tableau|Excel|Machine Learning|dbt|Business Analysis|ETL / Data Pipeline,7
JOB00988,Data Analyst,Apple,tech,"Fremont, CA",Remote,2025-09-22,$101K,101,"We are seeking a Data Analyst to join our Digital Transformation team in Fremont, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Machine Learning and modern Excel tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|Machine Learning|Data Visualization|Communication,7
JOB03479,Data Scientist,Accenture,consulting,"Mountain View, CA",On-site,2025-09-22,$108K,108,"We are seeking a Data Scientist to join our Operations team in Mountain View, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Salesforce CRM and modern Tableau tools preferred. Familiarity with LLM / GenAI and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|Salesforce CRM|Data Visualization|Communication,7
JOB03415,AI/ML Analyst,Salesforce,tech,"Redwood City, CA",Remote,2025-09-22,$108K,108,"Join Salesforce's data team as a AI/ML Analyst. You will use Tableau, Power BI, and Excel to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Agile / Scrum. Bonus: experience with Azure and dbt.",Tableau|Power BI|Excel|AWS|Agile / Scrum|Business Analysis|ETL / Data Pipeline,7
JOB02699,IT Consultant,PwC,consulting,"San Francisco, CA",Hybrid,2025-09-22,$84K,84,"As a IT Consultant at PwC, you will analyze large datasets using SQL and Tableau. You'll build dashboards in AWS and work closely with cross-functional teams. Must be comfortable with Google Cloud, Snowflake, and have experience in R. A background in Statistics or similar analytical tools is beneficial.",SQL|Tableau|AWS|Google Cloud|Snowflake|Agile / Scrum|Business Analysis|Data Visualization|Communication,9
JOB03741,Data Analyst,Accenture,consulting,"Fremont, CA",Hybrid,2025-09-22,$80K,80,"As a Data Analyst at Accenture, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Machine Learning, Communication, and have experience in dbt. A background in ETL / Data Pipeline or similar analytical tools is beneficial.",Python|SQL|Power BI|Machine Learning|Communication,5
JOB01686,Business Analyst,Cisco,tech,"Redwood City, CA",Hybrid,2025-09-22,$84K,84,"We are seeking a Business Analyst to join our Strategy team in Redwood City, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Azure and modern SQL tools preferred. Familiarity with RAG / Vector DBs and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|AWS|Azure|Snowflake|Spark / PySpark|Business Analysis|Communication,9
JOB03785,AI/ML Analyst,Cisco,tech,"San Jose, CA",Remote,2025-09-22,,114,"We are seeking a AI/ML Analyst to join our Operations team in San Jose, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Azure is a strong plus. Knowledge of Spark / PySpark and modern Tableau tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|Azure|Spark / PySpark|Business Analysis|Data Visualization|Statistics|Communication,9
JOB00873,Business Intelligence Analyst,Splunk,tech,"Santa Clara, CA",Hybrid,2025-09-22,$87K,87,"As a Business Intelligence Analyst at Splunk, you will analyze large datasets using SQL and Excel. You'll build dashboards in Agile / Scrum and work closely with cross-functional teams. Must be comfortable with Business Analysis, Data Visualization, and have experience in ETL / Data Pipeline. A background in Business Analysis or similar analytical tools is beneficial.",SQL|Excel|Agile / Scrum|Business Analysis|Data Visualization|Statistics|Communication,7
JOB02806,Data Engineer,KPMG,consulting,"Fremont, CA",Hybrid,2025-09-22,$124K,124,"As a Data Engineer at KPMG, you will analyze large datasets using Python and Tableau. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Business Analysis, Data Visualization, and have experience in Data Visualization. A background in Google Cloud or similar analytical tools is beneficial.",Python|Tableau|Excel|Business Analysis|Data Visualization|Communication,6
JOB03713,Business Analyst,Adobe,tech,Remote (Bay Area),On-site,2025-09-22,$101K,101,"As a Business Analyst at Adobe, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Agile / Scrum, Salesforce CRM, and have experience in Salesforce CRM. A background in Google Cloud or similar analytical tools is beneficial.",Python|SQL|Power BI|Agile / Scrum|Salesforce CRM|Business Analysis|ETL / Data Pipeline|Statistics,8
JOB02674,Business Analyst,Apple,tech,"Mountain View, CA",Hybrid,2025-09-22,$102K,102,"As a Business Analyst at Apple, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Machine Learning, Azure, and have experience in ETL / Data Pipeline. A background in LLM / GenAI or similar analytical tools is beneficial.",Python|SQL|Excel|Machine Learning|Azure|Spark / PySpark|Salesforce CRM,7
JOB02727,Data Engineer,Adobe,tech,"Palo Alto, CA",On-site,2025-09-22,,123,"As a Data Engineer at Adobe, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Power BI, Excel, and have experience in Python. A background in RAG / Vector DBs or similar analytical tools is beneficial.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|R|Business Analysis|Data Visualization|Statistics|Communication,11
JOB03621,AI/ML Analyst,Google,tech,"Sunnyvale, CA",Hybrid,2025-09-22,$122K,122,"We are seeking a AI/ML Analyst to join our Operations team in Sunnyvale, CA. The ideal candidate will leverage SQL and Tableau to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Google Cloud is a strong plus. Knowledge of Spark / PySpark and modern Tableau tools preferred. Familiarity with Salesforce CRM and ability to communicate complex data clearly is essential.",SQL|Tableau|Excel|Google Cloud|Spark / PySpark|R|Agile / Scrum,7
JOB01428,Business Intelligence Analyst,Adobe,tech,"Palo Alto, CA",Hybrid,2025-09-22,$104K,104,"Join Adobe's data team as a Business Intelligence Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Excel skills and familiarity with AWS. Bonus: experience with Tableau and Data Visualization.",Python|SQL|Tableau|Excel|AWS|Spark / PySpark|Agile / Scrum|Business Analysis|ETL / Data Pipeline,9
JOB03707,Business Analyst,Cisco,tech,Remote (Bay Area),Hybrid,2025-09-23,$72K,72,"We are seeking a Business Analyst to join our Digital Transformation team in Remote (Bay Area). The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Snowflake and modern Tableau tools preferred. Familiarity with Data Visualization and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Snowflake|Salesforce CRM|Data Visualization|Statistics,8
JOB01917,AI/ML Analyst,KPMG,consulting,"Redwood City, CA",Hybrid,2025-09-23,,104,"Join KPMG's data team as a AI/ML Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Business Analysis skills and familiarity with Statistics. Bonus: experience with Tableau and Snowflake.",Python|SQL|Tableau|Business Analysis,4
JOB00075,IT Consultant,Adobe,tech,"Santa Clara, CA",Hybrid,2025-09-23,$110K,110,"We are seeking a IT Consultant to join our Technology team in Santa Clara, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Google Cloud pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Snowflake is a strong plus. Knowledge of R and modern Snowflake tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Python|SQL|Google Cloud|Snowflake|R|Agile / Scrum|Data Visualization|Statistics|Communication,9
JOB01903,Data Engineer,Deloitte,consulting,"Oakland, CA",On-site,2025-09-23,$110K,110,"We are seeking a Data Engineer to join our Operations team in Oakland, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Snowflake pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Salesforce CRM is a strong plus. Knowledge of Data Visualization and modern Tableau tools preferred. Familiarity with Prompt Engineering and ability to communicate complex data clearly is essential.",Python|SQL|Snowflake|Salesforce CRM|Data Visualization|Communication,6
JOB00538,Data Analyst,Accenture,consulting,"Palo Alto, CA",Hybrid,2025-09-23,$85K,85,"We are seeking a Data Analyst to join our Technology team in Palo Alto, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Excel and modern R tools preferred. Familiarity with Machine Learning and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|Azure|Snowflake|Business Analysis|Data Visualization|Communication,11
JOB01932,Data Scientist,Accenture,consulting,"Sunnyvale, CA",Hybrid,2025-09-23,$110K,110,"As a Data Scientist at Accenture, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Machine Learning, Spark / PySpark, and have experience in dbt. A background in Python or similar analytical tools is beneficial.",Python|SQL|Power BI|Machine Learning|Spark / PySpark|Agile / Scrum|ETL / Data Pipeline|Statistics|Communication,9
JOB00675,Data Analyst,Cisco,tech,"Sunnyvale, CA",Hybrid,2025-09-23,,94,"As a Data Analyst at Cisco, you will analyze large datasets using SQL and Power BI. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with Azure, Google Cloud, and have experience in AWS. A background in Excel or similar analytical tools is beneficial.",SQL|Power BI|Machine Learning|Azure|Google Cloud|R|Agile / Scrum|Salesforce CRM|Business Analysis|Data Visualization,10
JOB00859,Business Analyst,Salesforce,tech,"Santa Clara, CA",Hybrid,2025-09-23,$83K,83,"Join Salesforce's data team as a Business Analyst. You will use Python, SQL, and Power BI to extract insights from complex datasets. This role requires strong Excel skills and familiarity with Machine Learning. Bonus: experience with Agile / Scrum and SQL.",Python|SQL|Power BI|Excel|Machine Learning|Google Cloud|ETL / Data Pipeline|Communication,8
JOB02433,Data Analyst,PwC,consulting,"San Jose, CA",Hybrid,2025-09-23,$90K,90,"We are seeking a Data Analyst to join our Digital Transformation team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with LLM / GenAI is a strong plus. Knowledge of Azure and modern Business Analysis tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|SQL|Machine Learning|LLM / GenAI|Azure|Google Cloud|Snowflake|R|Agile / Scrum|Business Analysis|ETL / Data Pipeline,11
JOB03426,Data Analyst,Palo Alto Networks,tech,"Sunnyvale, CA",Hybrid,2025-09-23,$90K,90,"Join Palo Alto Networks's data team as a Data Analyst. You will use SQL, Power BI, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with LLM / GenAI. Bonus: experience with dbt and LLM / GenAI.",SQL|Power BI|Excel|Machine Learning|LLM / GenAI|AWS|Snowflake|Spark / PySpark|R|Statistics,10
JOB01155,Data Engineer,Salesforce,tech,"San Francisco, CA",Hybrid,2025-09-23,$122K,122,"We are seeking a Data Engineer to join our Strategy team in San Francisco, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Machine Learning and modern Agile / Scrum tools preferred. Familiarity with Salesforce CRM and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|Machine Learning|Azure|Google Cloud|Snowflake|Spark / PySpark|Agile / Scrum|Data Visualization|Statistics,12
JOB02838,Data Scientist,Oracle,tech,"Mountain View, CA",On-site,2025-09-23,,117,"Join Oracle's data team as a Data Scientist. You will use Python, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Excel skills and familiarity with Azure. Bonus: experience with Data Visualization and Business Analysis.",Python|Tableau|Power BI|Excel|Azure|Spark / PySpark|Agile / Scrum|Salesforce CRM|Business Analysis|Statistics,10
JOB03039,Data Analyst,Palo Alto Networks,tech,"Palo Alto, CA",On-site,2025-09-23,,97,"Join Palo Alto Networks's data team as a Data Analyst. You will use Python, Tableau, and Excel to extract insights from complex datasets. This role requires strong Snowflake skills and familiarity with dbt. Bonus: experience with Tableau and RAG / Vector DBs.",Python|Tableau|Excel|Snowflake|dbt|Agile / Scrum|Statistics|Communication,8
JOB01723,Data Engineer,PwC,consulting,"Fremont, CA",Hybrid,2025-09-23,,115,"As a Data Engineer at PwC, you will analyze large datasets using SQL and Agile / Scrum. You'll build dashboards in Salesforce CRM and work closely with cross-functional teams. Must be comfortable with Business Analysis, Data Visualization, and have experience in Communication. A background in SQL or similar analytical tools is beneficial.",SQL|Agile / Scrum|Salesforce CRM|Business Analysis|Data Visualization|Statistics,6
JOB03440,Data Analyst,ServiceNow,tech,"Palo Alto, CA",On-site,2025-09-23,$92K,92,"We are seeking a Data Analyst to join our Digital Transformation team in Palo Alto, CA. The ideal candidate will leverage Tableau and Excel to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with dbt is a strong plus. Knowledge of Agile / Scrum and modern AWS tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Tableau|Excel|Machine Learning|dbt|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Statistics|Communication,9
JOB01150,Business Analyst,Accenture,consulting,"Palo Alto, CA",Hybrid,2025-09-23,,82,"As a Business Analyst at Accenture, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Google Cloud, Snowflake, and have experience in Agile / Scrum. A background in Machine Learning or similar analytical tools is beneficial.",Python|SQL|Power BI|Google Cloud|Snowflake|Data Visualization|Statistics,7
JOB02899,AI/ML Analyst,Google,tech,"Palo Alto, CA",Hybrid,2025-09-23,,112,"As a AI/ML Analyst at Google, you will analyze large datasets using SQL and Tableau. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with Spark / PySpark, Business Analysis, and have experience in Salesforce CRM. A background in AWS or similar analytical tools is beneficial.",SQL|Tableau|Machine Learning|Spark / PySpark|Business Analysis|Communication,6
JOB02818,Data Scientist,Palo Alto Networks,tech,Remote (Bay Area),Hybrid,2025-09-23,,116,"We are seeking a Data Scientist to join our Strategy team in Remote (Bay Area). The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of RAG / Vector DBs and modern Power BI tools preferred. Familiarity with Prompt Engineering and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Excel|RAG / Vector DBs|AWS|Agile / Scrum|Communication,8
JOB03015,Data Analyst,ServiceNow,tech,"San Jose, CA",Remote,2025-09-23,,93,"We are seeking a Data Analyst to join our Technology team in San Jose, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Snowflake and modern dbt tools preferred. Familiarity with Spark / PySpark and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|AWS|Snowflake|R|Data Visualization,7
JOB00947,Data Analyst,Deloitte,consulting,"San Jose, CA",Hybrid,2025-09-23,$76K,76,"As a Data Analyst at Deloitte, you will analyze large datasets using Python and Power BI. You'll build dashboards in LLM / GenAI and work closely with cross-functional teams. Must be comfortable with AWS, R, and have experience in dbt. A background in SQL or similar analytical tools is beneficial.",Python|Power BI|LLM / GenAI|AWS|R|Agile / Scrum|Data Visualization|Statistics|Communication,9
JOB01820,Data Scientist,PwC,consulting,"Mountain View, CA",Hybrid,2025-09-24,,110,"We are seeking a Data Scientist to join our Strategy team in Mountain View, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Salesforce CRM and modern Prompt Engineering tools preferred. Familiarity with Data Visualization and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Excel|Salesforce CRM|Business Analysis|Data Visualization|Communication,8
JOB02656,Machine Learning Engineer,Google,tech,"San Jose, CA",Hybrid,2025-09-24,$140K,140,"Join Google's data team as a Machine Learning Engineer. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Power BI skills and familiarity with Machine Learning. Bonus: experience with dbt and Power BI.",Python|SQL|Tableau|Power BI|Machine Learning|Google Cloud|dbt|Agile / Scrum|Business Analysis|Statistics|Communication,11
JOB00052,Data Scientist,Oracle,tech,"Fremont, CA",Hybrid,2025-09-24,$127K,127,"We are seeking a Data Scientist to join our Digital Transformation team in Fremont, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Spark / PySpark is a strong plus. Knowledge of RAG / Vector DBs and modern Data Visualization tools preferred. Familiarity with Salesforce CRM and ability to communicate complex data clearly is essential.",Python|SQL|Tableau,3
JOB03201,Machine Learning Engineer,KPMG,consulting,"Palo Alto, CA",On-site,2025-09-24,$137K,137,"We are seeking a Machine Learning Engineer to join our Technology team in Palo Alto, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Google Cloud and modern AI Governance tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Python|Tableau|Machine Learning|AWS|Google Cloud|Snowflake|Spark / PySpark|Agile / Scrum|Salesforce CRM|Data Visualization,10
JOB03717,IT Consultant,Deloitte,consulting,"Redwood City, CA",Hybrid,2025-09-24,$84K,84,"We are seeking a IT Consultant to join our Strategy team in Redwood City, CA. The ideal candidate will leverage Python and Power BI to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Statistics and modern AI Governance tools preferred. Familiarity with Power BI and ability to communicate complex data clearly is essential.",Python|Power BI|Excel|AWS|Statistics|Communication,6
JOB02248,Machine Learning Engineer,KPMG,consulting,"San Francisco, CA",Remote,2025-09-24,$124K,124,"We are seeking a Machine Learning Engineer to join our Operations team in San Francisco, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Machine Learning is a strong plus. Knowledge of AWS and modern Statistics tools preferred. Familiarity with Prompt Engineering and ability to communicate complex data clearly is essential.",Python|SQL|Excel|Machine Learning|AWS|Azure|R|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,11
JOB03639,Data Analyst,Deloitte,consulting,"San Jose, CA",Remote,2025-09-24,$71K,71,"As a Data Analyst at Deloitte, you will analyze large datasets using Tableau and Power BI. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with Azure, Agile / Scrum, and have experience in Statistics. A background in Spark / PySpark or similar analytical tools is beneficial.",Tableau|Power BI|Machine Learning|Azure|Agile / Scrum|Business Analysis|Data Visualization|Statistics|Communication,9
